station_id,city_name,station_name,date,year,season,avg_temp_c,min_temp_c,max_temp_c,precipitation_mm,snow_depth_mm,avg_wind_dir_deg,avg_wind_speed_kmh,peak_wind_gust_kmh,avg_sea_level_pres_hpa,sunshine_total_min
03772,London,03772 - London,1948-12-01,1948,Winter,3.1,0.8,6.9,,,58.0,6.4,,,
03772,London,03772 - London,1948-12-02,1948,Winter,9.2,4.6,11.9,,,167.0,21.2,,,
03772,London,03772 - London,1948-12-03,1948,Winter,12.3,10.7,13.5,,,180.0,21.3,,,
03772,London,03772 - London,1948-12-04,1948,Winter,8.2,1.9,10.7,,,296.0,11.9,,,
03772,London,03772 - London,1948-12-05,1948,Winter,6.1,0.8,9.1,,,125.0,19.5,,,
03772,London,03772 - London,1948-12-06,1948,Winter,10.6,8.5,12.4,,,183.0,22.3,,,
03772,London,03772 - London,1948-12-07,1948,Winter,12.9,11.9,14.1,,,184.0,33.0,,,
03772,London,03772 - London,1948-12-08,1948,Winter,10.2,8.0,12.4,,,162.0,19.7,,,
03772,London,03772 - London,1948-12-09,1948,Winter,9.9,8.0,11.3,,,188.0,30.9,,,
03772,London,03772 - London,1948-12-10,1948,Winter,9.8,8.5,10.7,,,171.0,25.6,,,
03772,London,03772 - London,1948-12-11,1948,Winter,10.8,8.5,12.4,,,145.0,22.2,,,
03772,London,03772 - London,1948-12-12,1948,Winter,9.9,6.9,11.9,,,169.0,14.0,,,
03772,London,03772 - London,1948-12-13,1948,Winter,10.3,6.9,13.0,,,181.0,20.4,,,
03772,London,03772 - London,1948-12-14,1948,Winter,12.8,11.3,14.1,,,202.0,29.8,,,
03772,London,03772 - London,1948-12-15,1948,Winter,6.5,3.0,11.3,,,258.0,18.4,,,
03772,London,03772 - London,1948-12-16,1948,Winter,5.0,3.0,9.1,,,272.0,13.9,,,
03772,London,03772 - London,1948-12-17,1948,Winter,6.8,3.0,10.7,,,313.0,10.0,,,
03772,London,03772 - London,1948-12-18,1948,Winter,6.6,4.1,8.5,,,45.0,11.5,,,
03772,London,03772 - London,1948-12-19,1948,Winter,4.9,1.9,6.9,,,50.0,17.1,,,
03772,London,03772 - London,1948-12-20,1948,Winter,4.3,3.5,5.2,,,48.0,19.4,,,
03772,London,03772 - London,1948-12-21,1948,Winter,5.8,4.1,7.4,,,45.0,16.2,,,
03772,London,03772 - London,1948-12-22,1948,Winter,3.8,2.4,4.6,,,69.0,16.9,,,
03772,London,03772 - London,1948-12-23,1948,Winter,2.7,-0.4,5.8,,,57.0,12.5,,,
03772,London,03772 - London,1948-12-24,1948,Winter,5.0,2.4,7.4,,,81.0,16.2,,,
03772,London,03772 - London,1948-12-25,1948,Winter,1.3,-3.1,4.1,,,63.0,7.6,,,
03772,London,03772 - London,1948-12-26,1948,Winter,-2.2,-7.0,-0.4,,,52.0,5.5,,,
03772,London,03772 - London,1948-12-27,1948,Winter,0.2,-3.1,1.9,,,94.0,12.6,,,
03772,London,03772 - London,1948-12-28,1948,Winter,4.2,0.2,9.6,,,189.0,15.4,,,
03772,London,03772 - London,1948-12-29,1948,Winter,5.5,3.0,8.0,,,253.0,22.5,,,
03772,London,03772 - London,1948-12-30,1948,Winter,6.4,1.3,9.6,,,203.0,34.0,,,
03772,London,03772 - London,1948-12-31,1948,Winter,3.9,1.3,6.3,,,240.0,22.8,,,
03772,London,03772 - London,1949-01-01,1949,Winter,6.7,5.0,9.4,,,209.0,40.3,,968.0,
03772,London,03772 - London,1949-01-02,1949,Winter,5.7,1.1,8.3,,,258.0,24.5,,984.0,
03772,London,03772 - London,1949-01-03,1949,Winter,0.9,-1.1,2.8,,,260.0,15.6,,1002.8,
03772,London,03772 - London,1949-01-04,1949,Winter,5.0,-0.6,9.4,2.5,,223.0,16.0,,1001.8,
03772,London,03772 - London,1949-01-05,1949,Winter,4.6,1.1,6.7,,,339.0,12.2,,1021.9,
03772,London,03772 - London,1949-01-06,1949,Winter,7.2,2.8,10.0,,,201.0,13.3,,1033.8,
03772,London,03772 - London,1949-01-07,1949,Winter,9.3,8.3,10.6,,,206.0,22.8,,1028.8,
03772,London,03772 - London,1949-01-08,1949,Winter,5.5,2.2,10.0,,,317.0,21.5,,1021.3,
03772,London,03772 - London,1949-01-09,1949,Winter,1.6,-1.1,5.0,,,311.0,12.2,,1030.0,
03772,London,03772 - London,1949-01-10,1949,Winter,3.5,0.0,6.1,,,238.0,11.5,,1023.6,
03772,London,03772 - London,1949-01-11,1949,Winter,6.2,3.9,8.9,,,256.0,19.6,,1010.7,
03772,London,03772 - London,1949-01-12,1949,Winter,2.3,0.0,4.4,,,290.0,15.7,,1022.0,
03772,London,03772 - London,1949-01-13,1949,Winter,4.0,-1.7,8.9,,,260.0,13.0,,1032.4,
03772,London,03772 - London,1949-01-14,1949,Winter,9.8,8.3,11.7,,,272.0,21.7,,1028.4,
03772,London,03772 - London,1949-01-15,1949,Winter,8.3,5.0,10.6,,,276.0,13.8,,1027.0,
03772,London,03772 - London,1949-01-16,1949,Winter,9.1,7.2,10.6,,,284.0,19.8,,1022.8,
03772,London,03772 - London,1949-01-17,1949,Winter,8.5,5.6,10.6,,,251.0,24.5,,1019.2,
03772,London,03772 - London,1949-01-18,1949,Winter,8.6,5.0,11.1,,,263.0,23.5,,1020.6,
03772,London,03772 - London,1949-01-19,1949,Winter,9.5,8.9,10.0,,,250.0,32.7,,1017.7,
03772,London,03772 - London,1949-01-20,1949,Winter,6.8,4.4,9.4,,,266.0,23.9,,1018.6,
03772,London,03772 - London,1949-01-21,1949,Winter,6.9,5.6,8.9,,,273.0,27.6,,1021.2,
03772,London,03772 - London,1949-01-22,1949,Winter,5.3,1.7,8.9,,,235.0,11.9,,1028.1,
03772,London,03772 - London,1949-01-23,1949,Winter,6.8,3.9,9.4,,,188.0,16.7,,1025.3,
03772,London,03772 - London,1949-01-24,1949,Winter,4.7,2.2,7.2,,,17.0,8.3,,1027.4,
03772,London,03772 - London,1949-01-25,1949,Winter,6.1,3.9,8.9,,,97.0,14.3,,1031.4,
03772,London,03772 - London,1949-01-26,1949,Winter,6.7,3.9,8.9,,,160.0,10.1,,1030.1,
03772,London,03772 - London,1949-01-27,1949,Winter,5.8,2.4,11.7,,,95.0,6.5,,1031.8,
03772,London,03772 - London,1949-01-28,1949,Winter,2.7,0.0,7.4,,,11.0,2.0,,1034.3,
03772,London,03772 - London,1949-01-29,1949,Winter,-0.7,-2.2,1.7,,,359.0,0.2,,1039.5,
03772,London,03772 - London,1949-01-30,1949,Winter,2.0,-2.2,7.2,,,355.0,3.7,,1043.8,
03772,London,03772 - London,1949-01-31,1949,Winter,3.3,-1.1,6.7,,,298.0,11.1,,1037.7,
03772,London,03772 - London,1949-02-01,1949,Winter,4.1,2.2,6.1,,,1.0,14.9,,1037.7,
03772,London,03772 - London,1949-02-02,1949,Winter,1.5,-2.2,4.4,,,24.0,6.2,,1042.8,
03772,London,03772 - London,1949-02-03,1949,Winter,-0.1,-3.9,4.4,,,99.0,6.7,,1042.6,
03772,London,03772 - London,1949-02-04,1949,Winter,-0.5,-5.6,6.7,,,24.0,3.0,,1038.2,
03772,London,03772 - London,1949-02-05,1949,Winter,0.7,-5.6,7.8,,,62.0,7.7,,1033.3,
03772,London,03772 - London,1949-02-06,1949,Winter,0.7,-3.9,8.3,,,52.0,6.1,,1030.1,
03772,London,03772 - London,1949-02-07,1949,Winter,4.7,-1.7,9.4,,,165.0,16.8,,1023.3,
03772,London,03772 - London,1949-02-08,1949,Winter,6.3,3.3,8.9,,,228.0,21.2,,1019.1,
03772,London,03772 - London,1949-02-09,1949,Winter,6.3,3.3,11.7,,,232.0,36.7,,1009.1,
03772,London,03772 - London,1949-02-10,1949,Winter,4.9,0.6,9.4,,,288.0,16.7,,1022.6,
03772,London,03772 - London,1949-02-11,1949,Winter,2.2,-2.2,8.9,,,305.0,4.4,,1025.3,
03772,London,03772 - London,1949-02-12,1949,Winter,4.4,0.6,8.3,,,244.0,20.0,,1018.6,
03772,London,03772 - London,1949-02-13,1949,Winter,4.6,0.6,8.3,,,240.0,12.9,,1025.2,
03772,London,03772 - London,1949-02-14,1949,Winter,8.6,5.6,10.6,,,235.0,15.4,,1025.9,
03772,London,03772 - London,1949-02-15,1949,Winter,9.6,6.7,11.7,,,247.0,21.1,,1029.2,
03772,London,03772 - London,1949-02-16,1949,Winter,6.6,2.8,12.8,,,196.0,15.1,,1029.5,
03772,London,03772 - London,1949-02-17,1949,Winter,4.5,-1.7,12.8,,,24.0,4.5,,1025.4,
03772,London,03772 - London,1949-02-18,1949,Winter,7.5,2.2,12.8,,,181.0,15.7,,1019.8,
03772,London,03772 - London,1949-02-19,1949,Winter,6.6,1.7,12.8,,,235.0,10.8,,1025.7,
03772,London,03772 - London,1949-02-20,1949,Winter,6.9,0.6,13.3,,,182.0,15.1,,1025.8,
03772,London,03772 - London,1949-02-21,1949,Winter,10.2,6.1,13.3,,,216.0,21.1,,1023.3,
03772,London,03772 - London,1949-02-22,1949,Winter,7.3,1.7,11.1,,,238.0,28.3,,1029.9,
03772,London,03772 - London,1949-02-23,1949,Winter,11.1,9.4,12.8,,,259.0,29.2,,1028.5,
03772,London,03772 - London,1949-02-24,1949,Winter,9.3,6.1,10.6,,,286.0,13.8,,1031.3,
03772,London,03772 - London,1949-02-25,1949,Winter,5.7,1.1,8.9,,,278.0,13.1,,1036.2,
03772,London,03772 - London,1949-02-26,1949,Winter,7.8,3.3,11.7,,,256.0,26.7,,1026.1,
03772,London,03772 - London,1949-02-27,1949,Winter,6.1,2.8,8.3,,,292.0,27.3,,1019.6,
03772,London,03772 - London,1949-02-28,1949,Winter,4.6,0.0,9.4,,,270.0,21.5,,1027.1,
03772,London,03772 - London,1949-03-01,1949,Spring,6.2,0.6,9.4,,,326.0,30.4,,1021.6,
03772,London,03772 - London,1949-03-02,1949,Spring,1.8,-1.1,7.2,,,338.0,19.7,,1035.2,
03772,London,03772 - London,1949-03-03,1949,Spring,1.6,-3.9,8.3,,,297.0,14.3,,1034.6,
03772,London,03772 - London,1949-03-04,1949,Spring,1.8,-1.1,3.9,,,158.0,16.1,,1025.2,
03772,London,03772 - London,1949-03-05,1949,Spring,0.8,-2.2,2.8,,,132.0,18.0,,1024.2,
03772,London,03772 - London,1949-03-06,1949,Spring,-0.1,-1.7,1.1,1.0,,132.0,11.8,,1018.5,
03772,London,03772 - London,1949-03-07,1949,Spring,2.9,0.6,6.1,,,109.0,15.6,,1012.5,
03772,London,03772 - London,1949-03-08,1949,Spring,2.3,0.6,3.9,,,83.0,26.1,,1011.5,
03772,London,03772 - London,1949-03-09,1949,Spring,1.1,-1.1,4.4,,,43.0,20.3,,1013.7,
03772,London,03772 - London,1949-03-10,1949,Spring,2.3,0.0,6.1,,,6.0,16.3,,1017.6,
03772,London,03772 - London,1949-03-11,1949,Spring,2.4,-0.6,7.2,,,2.0,11.4,,1017.6,
03772,London,03772 - London,1949-03-12,1949,Spring,3.1,-2.2,7.8,,,264.0,12.4,,1011.6,
03772,London,03772 - London,1949-03-13,1949,Spring,8.2,2.2,11.1,,,255.0,29.4,,1009.0,
03772,London,03772 - London,1949-03-14,1949,Spring,7.9,4.4,10.6,,,260.0,20.5,,1013.3,
03772,London,03772 - London,1949-03-15,1949,Spring,5.3,1.7,8.9,,,316.0,13.8,,1026.9,
03772,London,03772 - London,1949-03-16,1949,Spring,8.1,3.9,12.8,,,288.0,23.1,,1018.7,
03772,London,03772 - London,1949-03-17,1949,Spring,7.8,2.8,11.7,,,276.0,21.1,,1016.7,
03772,London,03772 - London,1949-03-18,1949,Spring,6.4,2.8,8.9,,,338.0,20.3,,1016.9,
03772,London,03772 - London,1949-03-19,1949,Spring,4.3,1.1,8.9,,,358.0,16.5,,1027.3,
03772,London,03772 - London,1949-03-20,1949,Spring,3.1,-2.8,8.3,,,277.0,9.9,,1027.4,
03772,London,03772 - London,1949-03-21,1949,Spring,7.9,4.4,11.7,,,318.0,11.5,,1023.6,
03772,London,03772 - London,1949-03-22,1949,Spring,9.9,7.2,12.8,,,343.0,6.9,,1030.9,
03772,London,03772 - London,1949-03-23,1949,Spring,10.5,7.8,12.2,,,46.0,12.4,,1033.7,
03772,London,03772 - London,1949-03-24,1949,Spring,9.4,5.6,15.0,,,65.0,17.4,,1027.3,
03772,London,03772 - London,1949-03-25,1949,Spring,7.9,1.7,15.6,,,320.0,8.1,,1021.0,
03772,London,03772 - London,1949-03-26,1949,Spring,10.5,1.7,19.4,,,22.0,7.1,,1023.1,
03772,London,03772 - London,1949-03-27,1949,Spring,6.8,3.9,11.7,,,62.0,18.7,,1025.5,
03772,London,03772 - London,1949-03-28,1949,Spring,5.7,3.3,7.8,,,43.0,13.9,,1025.0,
03772,London,03772 - London,1949-03-29,1949,Spring,5.6,3.3,8.3,,,35.0,12.2,,1025.4,
03772,London,03772 - London,1949-03-30,1949,Spring,5.7,3.9,8.3,,,15.0,13.3,,1022.7,
03772,London,03772 - London,1949-03-31,1949,Spring,5.4,3.9,8.3,,,38.0,8.3,,1018.6,
03772,London,03772 - London,1949-04-01,1949,Spring,7.1,4.4,12.8,,,79.0,17.9,,1015.7,
03772,London,03772 - London,1949-04-02,1949,Spring,9.9,5.6,16.1,,,156.0,18.9,,1013.7,
03772,London,03772 - London,1949-04-03,1949,Spring,12.4,10.6,14.4,1.3,,209.0,34.6,,1011.2,
03772,London,03772 - London,1949-04-04,1949,Spring,12.7,10.6,15.0,1.3,,229.0,45.3,,1005.7,
03772,London,03772 - London,1949-04-05,1949,Spring,11.2,8.3,13.3,,,210.0,25.6,,1011.5,
03772,London,03772 - London,1949-04-06,1949,Spring,12.3,10.6,13.9,,,212.0,26.7,,997.3,
03772,London,03772 - London,1949-04-07,1949,Spring,7.1,3.3,10.6,,,285.0,35.9,,998.8,
03772,London,03772 - London,1949-04-08,1949,Spring,5.4,2.2,8.9,,,310.0,22.1,,1018.4,
03772,London,03772 - London,1949-04-09,1949,Spring,5.6,-1.7,11.7,,,295.0,15.8,,1028.3,
03772,London,03772 - London,1949-04-10,1949,Spring,7.3,0.6,13.9,,,206.0,15.3,,1025.3,
03772,London,03772 - London,1949-04-11,1949,Spring,11.3,4.4,17.2,,,237.0,23.2,,1015.3,
03772,London,03772 - London,1949-04-12,1949,Spring,13.5,11.7,16.1,,,255.0,31.6,,1012.8,
03772,London,03772 - London,1949-04-13,1949,Spring,13.2,10.0,16.7,,,260.0,25.2,,1018.1,
03772,London,03772 - London,1949-04-14,1949,Spring,13.9,10.0,18.9,,,219.0,12.1,,1022.7,
03772,London,03772 - London,1949-04-15,1949,Spring,15.7,7.2,23.3,,,84.0,12.7,,1020.3,
03772,London,03772 - London,1949-04-16,1949,Spring,17.8,8.9,27.2,,,336.0,8.2,,1016.1,
03772,London,03772 - London,1949-04-17,1949,Spring,16.6,10.0,23.3,,,116.0,7.6,,1020.6,
03772,London,03772 - London,1949-04-18,1949,Spring,14.9,9.4,19.4,,,316.0,12.3,,1022.2,
03772,London,03772 - London,1949-04-19,1949,Spring,11.9,4.4,17.8,,,266.0,21.0,,1025.3,
03772,London,03772 - London,1949-04-20,1949,Spring,11.3,7.2,15.0,,,345.0,13.1,,1021.7,
03772,London,03772 - London,1949-04-21,1949,Spring,9.9,5.6,16.7,,,251.0,14.5,,1009.4,
03772,London,03772 - London,1949-04-22,1949,Spring,8.4,1.1,13.9,,,269.0,16.0,,1021.9,
03772,London,03772 - London,1949-04-23,1949,Spring,10.2,4.4,16.1,,,258.0,16.3,,1023.2,
03772,London,03772 - London,1949-04-24,1949,Spring,11.4,3.9,19.4,,,238.0,10.6,,1013.5,
03772,London,03772 - London,1949-04-25,1949,Spring,8.9,6.1,12.2,,,271.0,20.2,,1009.3,
03772,London,03772 - London,1949-04-26,1949,Spring,8.6,3.9,13.3,,,312.0,13.4,,1020.9,
03772,London,03772 - London,1949-04-27,1949,Spring,11.4,6.1,15.6,,,226.0,17.0,,1024.5,
03772,London,03772 - London,1949-04-28,1949,Spring,12.4,8.3,15.0,,,250.0,17.1,,1021.2,
03772,London,03772 - London,1949-04-29,1949,Spring,8.8,5.0,12.2,,,347.0,17.0,,1021.5,
03772,London,03772 - London,1949-04-30,1949,Spring,8.3,4.4,12.8,1.3,,13.0,10.2,,1027.5,
03772,London,03772 - London,1949-05-01,1949,Spring,8.8,1.7,15.0,,,37.0,11.9,,1033.9,
03772,London,03772 - London,1949-05-02,1949,Spring,10.0,2.8,16.7,,,25.0,21.3,,1032.1,
03772,London,03772 - London,1949-05-03,1949,Spring,11.2,7.2,17.2,,,41.0,22.6,,1024.7,
03772,London,03772 - London,1949-05-04,1949,Spring,11.0,7.2,17.2,,,341.0,11.8,,1010.2,
03772,London,03772 - London,1949-05-05,1949,Spring,9.4,6.1,12.2,,,258.0,16.9,,1000.5,
03772,London,03772 - London,1949-05-06,1949,Spring,8.8,4.4,12.8,,,286.0,18.3,,1010.7,
03772,London,03772 - London,1949-05-07,1949,Spring,10.3,6.1,13.9,,,5.0,16.3,,1020.1,
03772,London,03772 - London,1949-05-08,1949,Spring,10.9,1.7,17.2,,,323.0,11.3,,1028.2,
03772,London,03772 - London,1949-05-09,1949,Spring,8.8,3.3,11.7,,,10.0,20.3,,1031.5,
03772,London,03772 - London,1949-05-10,1949,Spring,9.1,0.6,16.1,,,21.0,13.7,,1034.3,
03772,London,03772 - London,1949-05-11,1949,Spring,12.2,4.4,20.6,,,10.0,12.4,,1032.0,
03772,London,03772 - London,1949-05-12,1949,Spring,12.5,8.3,18.3,,,26.0,16.1,,1030.9,
03772,London,03772 - London,1949-05-13,1949,Spring,12.8,8.3,18.9,,,72.0,8.3,,1024.8,
03772,London,03772 - London,1949-05-14,1949,Spring,13.1,7.2,18.3,,,104.0,8.0,,1012.2,
03772,London,03772 - London,1949-05-15,1949,Spring,13.4,10.6,17.8,,,2.0,7.3,,1006.4,
03772,London,03772 - London,1949-05-16,1949,Spring,13.7,11.1,17.2,,,136.0,11.8,,1002.2,
03772,London,03772 - London,1949-05-17,1949,Spring,12.1,10.0,16.1,,,184.0,17.1,,999.4,
03772,London,03772 - London,1949-05-18,1949,Spring,12.2,8.9,16.1,,,239.0,16.5,,1005.6,
03772,London,03772 - London,1949-05-19,1949,Spring,13.1,6.7,19.4,,,316.0,5.2,,1013.7,
03772,London,03772 - London,1949-05-20,1949,Spring,12.7,7.8,19.4,,,327.0,7.1,,1019.6,
03772,London,03772 - London,1949-05-21,1949,Spring,13.8,7.2,20.6,,,86.0,7.6,,1021.5,
03772,London,03772 - London,1949-05-22,1949,Spring,15.1,7.8,20.6,,,131.0,16.1,,1014.4,
03772,London,03772 - London,1949-05-23,1949,Spring,14.2,12.2,18.9,,,223.0,15.8,,1008.6,
03772,London,03772 - London,1949-05-24,1949,Spring,13.3,8.9,16.7,,,257.0,22.7,,1002.1,
03772,London,03772 - London,1949-05-25,1949,Spring,13.2,10.6,16.7,,,251.0,23.1,,1007.8,
03772,London,03772 - London,1949-05-26,1949,Spring,11.0,8.3,15.0,,,241.0,20.5,,1006.1,
03772,London,03772 - London,1949-05-27,1949,Spring,11.9,7.8,15.0,,,208.0,29.8,,1011.4,
03772,London,03772 - London,1949-05-28,1949,Spring,13.4,9.4,17.8,,,228.0,23.5,,1005.7,
03772,London,03772 - London,1949-05-29,1949,Spring,11.3,6.1,15.6,,,215.0,19.3,,1008.3,
03772,London,03772 - London,1949-05-30,1949,Spring,11.6,7.2,16.7,,,195.0,23.1,,1008.7,
03772,London,03772 - London,1949-05-31,1949,Spring,11.9,5.0,16.7,,,176.0,19.4,,1007.7,
03772,London,03772 - London,1949-06-01,1949,Summer,11.6,8.3,15.0,,,162.0,15.4,,1007.4,
03772,London,03772 - London,1949-06-02,1949,Summer,11.6,5.6,16.7,,,186.0,15.6,,1012.7,
03772,London,03772 - London,1949-06-03,1949,Summer,11.8,9.4,14.4,1.0,,179.0,22.1,,1006.7,
03772,London,03772 - London,1949-06-04,1949,Summer,13.6,9.4,18.3,,,250.0,29.9,,1008.1,
03772,London,03772 - London,1949-06-05,1949,Summer,13.7,8.3,18.3,,,264.0,20.0,,1017.8,
03772,London,03772 - London,1949-06-06,1949,Summer,16.4,9.4,21.7,,,200.0,19.6,,1018.8,
03772,London,03772 - London,1949-06-07,1949,Summer,16.6,12.8,21.1,,,182.0,18.1,,1011.7,
03772,London,03772 - London,1949-06-08,1949,Summer,14.9,11.7,17.8,,,220.0,15.9,,1016.3,
03772,London,03772 - London,1949-06-09,1949,Summer,16.4,11.1,20.6,,,335.0,6.1,,1018.8,
03772,London,03772 - London,1949-06-10,1949,Summer,18.6,14.4,23.9,,,328.0,11.1,,1020.4,
03772,London,03772 - London,1949-06-11,1949,Summer,17.1,12.8,21.7,,,291.0,18.2,,1019.8,
03772,London,03772 - London,1949-06-12,1949,Summer,17.5,10.0,23.9,,,330.0,10.3,,1025.1,
03772,London,03772 - London,1949-06-13,1949,Summer,17.6,13.3,23.9,,,284.0,13.3,,1026.0,
03772,London,03772 - London,1949-06-14,1949,Summer,14.9,11.7,19.4,,,13.0,13.3,,1025.2,
03772,London,03772 - London,1949-06-15,1949,Summer,13.8,10.6,17.8,,,83.0,13.3,,1025.3,
03772,London,03772 - London,1949-06-16,1949,Summer,12.9,6.1,17.2,,,75.0,10.1,,1024.9,
03772,London,03772 - London,1949-06-17,1949,Summer,14.1,9.4,19.4,,,11.0,4.3,,1026.4,
03772,London,03772 - London,1949-06-18,1949,Summer,14.8,8.9,20.6,,,18.0,11.6,,1024.9,
03772,London,03772 - London,1949-06-19,1949,Summer,12.5,7.8,17.2,,,31.0,10.5,,1025.0,
03772,London,03772 - London,1949-06-20,1949,Summer,15.9,7.8,23.3,,,39.0,9.6,,1025.8,
03772,London,03772 - London,1949-06-21,1949,Summer,18.0,10.6,25.0,,,14.0,13.1,,1023.5,
03772,London,03772 - London,1949-06-22,1949,Summer,14.5,11.1,20.6,,,37.0,12.5,,1022.4,
03772,London,03772 - London,1949-06-23,1949,Summer,15.8,7.8,22.8,,,21.0,15.7,,1020.5,
03772,London,03772 - London,1949-06-24,1949,Summer,16.2,8.9,22.8,,,47.0,11.3,,1022.2,
03772,London,03772 - London,1949-06-25,1949,Summer,18.2,9.4,26.1,,,272.0,12.4,,1019.2,
03772,London,03772 - London,1949-06-26,1949,Summer,20.3,11.7,27.8,,,12.0,8.7,,1019.9,
03772,London,03772 - London,1949-06-27,1949,Summer,22.7,13.9,30.0,,,288.0,11.2,,1022.6,
03772,London,03772 - London,1949-06-28,1949,Summer,23.1,16.7,28.3,,,341.0,12.0,,1023.0,
03772,London,03772 - London,1949-06-29,1949,Summer,21.3,16.7,25.0,,,31.0,10.6,,1024.4,
03772,London,03772 - London,1949-06-30,1949,Summer,20.8,14.4,28.9,,,230.0,11.4,,1025.7,
03772,London,03772 - London,1949-07-01,1949,Summer,20.3,16.1,26.1,,,22.0,15.1,,1029.4,
03772,London,03772 - London,1949-07-02,1949,Summer,19.1,13.3,25.0,,,88.0,12.0,,1028.4,
03772,London,03772 - London,1949-07-03,1949,Summer,19.4,9.4,27.2,,,145.0,11.5,,1024.5,
03772,London,03772 - London,1949-07-04,1949,Summer,20.1,10.0,29.4,,,291.0,12.8,,1019.8,
03772,London,03772 - London,1949-07-05,1949,Summer,17.0,12.8,21.7,,,311.0,19.3,,1020.5,
03772,London,03772 - London,1949-07-06,1949,Summer,14.9,10.6,17.2,,,342.0,12.4,,1023.8,
03772,London,03772 - London,1949-07-07,1949,Summer,12.6,8.3,15.0,,,355.0,14.9,,1025.8,
03772,London,03772 - London,1949-07-08,1949,Summer,15.6,7.8,22.8,,,32.0,12.3,,1026.5,
03772,London,03772 - London,1949-07-09,1949,Summer,15.9,11.1,20.0,,,41.0,11.6,,1026.6,
03772,London,03772 - London,1949-07-10,1949,Summer,18.6,10.0,26.7,,,38.0,7.4,,1026.7,
03772,London,03772 - London,1949-07-11,1949,Summer,20.2,10.0,28.3,,,75.0,11.4,,1025.4,
03772,London,03772 - London,1949-07-12,1949,Summer,22.7,12.2,31.1,,,59.0,14.9,,1017.9,
03772,London,03772 - London,1949-07-13,1949,Summer,21.2,15.0,27.2,,,79.0,12.4,,1011.0,
03772,London,03772 - London,1949-07-14,1949,Summer,20.0,15.6,25.0,,,230.0,19.0,,1013.0,
03772,London,03772 - London,1949-07-15,1949,Summer,19.7,17.2,23.3,,,149.0,17.5,,1010.0,
03772,London,03772 - London,1949-07-16,1949,Summer,17.3,13.9,22.8,,,7.0,6.6,,1008.4,
03772,London,03772 - London,1949-07-17,1949,Summer,16.4,14.4,21.1,,,199.0,11.5,,1010.4,
03772,London,03772 - London,1949-07-18,1949,Summer,14.8,12.2,18.3,,,335.0,13.0,,1016.5,
03772,London,03772 - London,1949-07-19,1949,Summer,15.7,10.0,20.6,,,317.0,12.4,,1023.3,
03772,London,03772 - London,1949-07-20,1949,Summer,16.6,9.4,21.7,,,293.0,9.2,,1022.7,
03772,London,03772 - London,1949-07-21,1949,Summer,19.8,14.4,25.6,,,240.0,13.3,,1019.8,
03772,London,03772 - London,1949-07-22,1949,Summer,22.3,15.6,28.9,,,297.0,6.1,,1019.5,
03772,London,03772 - London,1949-07-23,1949,Summer,22.4,16.1,27.8,,,291.0,11.0,,1018.9,
03772,London,03772 - London,1949-07-24,1949,Summer,22.9,15.6,30.0,,,24.0,10.5,,1019.8,
03772,London,03772 - London,1949-07-25,1949,Summer,23.7,18.3,30.6,,,162.0,10.5,,1018.6,
03772,London,03772 - London,1949-07-26,1949,Summer,22.7,15.6,29.4,,,285.0,14.8,,1018.7,
03772,London,03772 - London,1949-07-27,1949,Summer,21.8,17.2,27.2,,,243.0,20.4,,1018.0,
03772,London,03772 - London,1949-07-28,1949,Summer,19.6,15.0,25.0,,,277.0,23.4,,1019.0,
03772,London,03772 - London,1949-07-29,1949,Summer,18.1,13.9,22.2,,,277.0,19.7,,1018.9,
03772,London,03772 - London,1949-07-30,1949,Summer,17.9,10.6,24.4,,,257.0,18.1,,1020.3,
03772,London,03772 - London,1949-07-31,1949,Summer,18.3,15.6,23.9,1.3,,235.0,24.3,,1013.0,
03772,London,03772 - London,1949-08-01,1949,Summer,18.1,15.0,21.7,,,234.0,26.1,,1008.8,
03772,London,03772 - London,1949-08-02,1949,Summer,17.9,15.0,20.6,,,247.0,31.2,,994.0,
03772,London,03772 - London,1949-08-03,1949,Summer,16.1,13.3,19.4,,,278.0,31.6,,1006.3,
03772,London,03772 - London,1949-08-04,1949,Summer,16.1,10.0,21.7,,,260.0,17.7,,1017.6,
03772,London,03772 - London,1949-08-05,1949,Summer,18.8,11.7,25.0,,,184.0,16.7,,1015.2,
03772,London,03772 - London,1949-08-06,1949,Summer,18.4,13.9,24.4,,,268.0,14.2,,1014.6,
03772,London,03772 - London,1949-08-07,1949,Summer,16.5,11.1,20.0,,,168.0,17.2,,1012.5,
03772,London,03772 - London,1949-08-08,1949,Summer,17.8,14.4,21.1,,,258.0,26.3,,1011.1,
03772,London,03772 - London,1949-08-09,1949,Summer,15.6,10.0,21.1,,,257.0,17.1,,1019.8,
03772,London,03772 - London,1949-08-10,1949,Summer,15.3,8.9,20.6,,,270.0,17.8,,1026.6,
03772,London,03772 - London,1949-08-11,1949,Summer,15.2,11.7,18.9,,,330.0,23.1,,1025.3,
03772,London,03772 - London,1949-08-12,1949,Summer,14.8,6.7,21.7,,,342.0,8.9,,1034.4,
03772,London,03772 - London,1949-08-13,1949,Summer,18.8,9.4,26.7,,,296.0,8.6,,1031.6,
03772,London,03772 - London,1949-08-14,1949,Summer,20.8,12.2,28.9,,,310.0,10.2,,1028.1,
03772,London,03772 - London,1949-08-15,1949,Summer,20.8,11.7,29.4,,,300.0,9.2,,1023.9,
